"department","year","commodity_type","total_spending","total_contracts"
"Immigration and Refugee Board of Canada",2022,"S","22823755.20","751"
"Immigration and Refugee Board of Canada",2022,"G","3408129.52","72"
"Immigration and Refugee Board of Canada",2023,"S","27486238.72","1029"
"Immigration and Refugee Board of Canada",2023,"G","4740815.48","87"
"Immigration and Refugee Board of Canada",2023,"C","7486.37","1"
"Immigration and Refugee Board of Canada",2024,"S","34934774.04","1257"
"Immigration and Refugee Board of Canada",2024,"G","7386406.79","88"
"Immigration and Refugee Board of Canada",2024,"C","14949.62","1"
"Immigration and Refugee Board of Canada",2025,"S","29593074.03","1316"
"Immigration and Refugee Board of Canada",2025,"G","7067707.08","84"
"Immigration and Refugee Board of Canada",2025,"C","7463.26","1"
"Immigration and Refugee Board of Canada",2026,"S","18442007.15","854"
"Immigration and Refugee Board of Canada",2026,"G","3509644.28","43"
"Immigration, Refugees and Citizenship Canada",2017,"S","37277815.29","364"
"Immigration, Refugees and Citizenship Canada",2017,"G","9979752.96","118"
"Immigration, Refugees and Citizenship Canada",2018,"S","177447208.49","733"
"Immigration, Refugees and Citizenship Canada",2018,"G","21350401.61","178"
"Immigration, Refugees and Citizenship Canada",2018,"C","33112.80","1"
"Immigration, Refugees and Citizenship Canada",2019,"S","244659089.50","880"
"Immigration, Refugees and Citizenship Canada",2019,"G","26363557.78","215"
"Immigration, Refugees and Citizenship Canada",2020,"S","295133474.72","872"
"Immigration, Refugees and Citizenship Canada",2020,"G","29708185.93","232"
"Immigration, Refugees and Citizenship Canada",2021,"S","384700654.32","998"
"Immigration, Refugees and Citizenship Canada",2021,"G","27159213.48","195"
"Immigration, Refugees and Citizenship Canada",2022,"S","466985932.77","1025"
"Immigration, Refugees and Citizenship Canada",2022,"G","29270944.37","174"
"Immigration, Refugees and Citizenship Canada",2023,"S","544244960.21","1122"
"Immigration, Refugees and Citizenship Canada",2023,"G","37869009.40","216"
"Immigration, Refugees and Citizenship Canada",2023,"C","15934.10","1"
"Immigration, Refugees and Citizenship Canada",2024,"S","479882577.92","883"
"Immigration, Refugees and Citizenship Canada",2024,"G","37769435.64","225"
"Immigration, Refugees and Citizenship Canada",2025,"S","381727342.61","706"
"Immigration, Refugees and Citizenship Canada",2025,"G","36617269.46","181"
"Immigration, Refugees and Citizenship Canada",2026,"S","223443374.14","284"
"Immigration, Refugees and Citizenship Canada",2026,"G","15706721.30","71"
"Impact Assessment Agency of Canada",2017,"S","1247343.86","18"
"Impact Assessment Agency of Canada",2017,"G","920229.34","16"
"Impact Assessment Agency of Canada",2018,"S","978044.47","34"
"Impact Assessment Agency of Canada",2018,"G","679733.49","13"
"Impact Assessment Agency of Canada",2018,"C","24901.70","1"
"Impact Assessment Agency of Canada",2019,"S","2734965.18","77"
"Impact Assessment Agency of Canada",2019,"G","969301.71","23"
"Impact Assessment Agency of Canada",2020,"S","3028447.62","68"
"Impact Assessment Agency of Canada",2020,"G","94275.63","9"
"Impact Assessment Agency of Canada",2021,"S","2837701.85","53"
"Impact Assessment Agency of Canada",2021,"G","181566.09","11"
"Impact Assessment Agency of Canada",2022,"S","2735376.57","67"
"Impact Assessment Agency of Canada",2022,"G","572262.42","19"
"Impact Assessment Agency of Canada",2023,"S","2899321.70","91"
"Impact Assessment Agency of Canada",2023,"G","1151903.52","28"
"Impact Assessment Agency of Canada",2024,"S","4051512.55","116"
"Impact Assessment Agency of Canada",2024,"G","927859.51","33"
"Impact Assessment Agency of Canada",2025,"S","2738954.65","94"
"Impact Assessment Agency of Canada",2025,"G","1154846.73","39"
"Impact Assessment Agency of Canada",2026,"S","1163243.16","46"
"Impact Assessment Agency of Canada",2026,"G","861207.53","23"
"Indigenous Services Canada",2017,"S","8347003.64","58"
"Indigenous Services Canada",2017,"G","615881.51","18"
"Indigenous Services Canada",2017,"C","7200.93","1"
"Indigenous Services Canada",2018,"S","29262989.63","402"
"Indigenous Services Canada",2018,"G","4419785.70","86"
"Indigenous Services Canada",2018,"C","125503.07","5"
"Indigenous Services Canada",2019,"S","68890653.11","589"
"Indigenous Services Canada",2019,"G","15221879.87","178"
"Indigenous Services Canada",2019,"C","41414.63","2"
"Indigenous Services Canada",2020,"S","96157302.00","819"
"Indigenous Services Canada",2020,"G","24705332.62","399"
"Indigenous Services Canada",2020,"C","137961.60","10"
"Indigenous Services Canada",2021,"S","120836010.12","1083"
"Indigenous Services Canada",2021,"G","29747717.42","459"
"Indigenous Services Canada",2021,"C","107299.79","9"
"Indigenous Services Canada",2022,"S","136548931.21","1143"
"Indigenous Services Canada",2022,"G","29471560.83","389"
"Indigenous Services Canada",2022,"C","139355.55","11"
"Indigenous Services Canada",2023,"S","128984296.88","1064"
"Indigenous Services Canada",2023,"G","36160010.39","466"
"Indigenous Services Canada",2023,"C","455289.00","11"
"Indigenous Services Canada",2024,"S","160144365.52","1059"
"Indigenous Services Canada",2024,"G","37476822.67","505"
"Indigenous Services Canada",2024,"C","317995.14","14"
"Indigenous Services Canada",2025,"S","114955731.93","709"
"Indigenous Services Canada",2025,"G","28833130.06","376"
"Indigenous Services Canada",2025,"C","235349.88","7"
"Indigenous Services Canada",2026,"S","65880994.97","323"
"Indigenous Services Canada",2026,"G","12849504.54","131"
"Indigenous Services Canada",2026,"C","4397.82","1"
"Innovation, Science and Economic Development Canada",2017,"S","99879251.56","891"
"Innovation, Science and Economic Development Canada",2017,"G","18742282.74","311"
"Innovation, Science and Economic Development Canada",2017,"C","218915.79","13"
"Innovation, Science and Economic Development Canada",2018,"S","140314879.45","1348"
"Innovation, Science and Economic Development Canada",2018,"G","35498299.08","499"
"Innovation, Science and Economic Development Canada",2018,"C","77930.02","7"
"Innovation, Science and Economic Development Canada",2019,"S","111177633.05","1371"
"Innovation, Science and Economic Development Canada",2019,"G","24447542.53","458"
"Innovation, Science and Economic Development Canada",2019,"C","28840.59","3"
"Innovation, Science and Economic Development Canada",2020,"S","123929413.15","1309"
"Innovation, Science and Economic Development Canada",2020,"G","12708240.88","389"
"Innovation, Science and Economic Development Canada",2020,"C","44363.61","4"
"Innovation, Science and Economic Development Canada",2021,"S","174184253.09","1517"
"Innovation, Science and Economic Development Canada",2021,"G","17772797.00","411"
"Innovation, Science and Economic Development Canada",2021,"C","24223.80","2"
"Innovation, Science and Economic Development Canada",2022,"S","199994891.13","1761"
"Innovation, Science and Economic Development Canada",2022,"G","23926231.28","488"
"Innovation, Science and Economic Development Canada",2023,"S","204285775.39","1515"
"Innovation, Science and Economic Development Canada",2023,"G","27246717.30","506"
"Innovation, Science and Economic Development Canada",2024,"S","202574190.63","1232"
"Innovation, Science and Economic Development Canada",2024,"G","28109930.38","454"
"Innovation, Science and Economic Development Canada",2024,"C","12904.60","1"
"Innovation, Science and Economic Development Canada",2025,"S","176652396.63","983"
"Innovation, Science and Economic Development Canada",2025,"G","27360245.70","371"
"Innovation, Science and Economic Development Canada",2025,"C","5291.79","1"
"Innovation, Science and Economic Development Canada",2026,"S","95672031.70","406"
"Innovation, Science and Economic Development Canada",2026,"G","13309475.49","156"
"Innovation, Science and Economic Development Canada",2026,"C","5291.79","1"
"International Joint Commission",2017,"S","376679.22","17"
"International Joint Commission",2017,"G","90862.18","1"
"International Joint Commission",2018,"S","749307.82","38"
"International Joint Commission",2018,"C","445446.00","1"
"International Joint Commission",2018,"G","231288.07","10"
"International Joint Commission",2019,"S","796362.48","39"
"International Joint Commission",2019,"G","193917.34","6"
"International Joint Commission",2019,"C","14260.60","1"
"International Joint Commission",2020,"S","921897.19","44"
"International Joint Commission",2020,"G","65369.50","4"
"International Joint Commission",2021,"S","984077.86","50"
"International Joint Commission",2021,"G","28150.99","2"
"International Joint Commission",2022,"S","1010175.76","52"
"International Joint Commission",2022,"G","113227.50","2"
"International Joint Commission",2022,"C","10175.93","1"
"International Joint Commission",2023,"S","1005941.69","51"
"International Joint Commission",2023,"G","156028.43","4"
"International Joint Commission",2023,"C","10175.93","1"
"International Joint Commission",2024,"S","1379466.09","62"
"International Joint Commission",2024,"G","97763.39","6"
"International Joint Commission",2025,"S","1184076.30","53"
"International Joint Commission",2025,"G","58131.58","4"
"International Joint Commission",2026,"S","582384.57","27"
"Invest in Canada",2018,"S","221649.50","4"
"Invest in Canada",2019,"S","708283.17","5"
"Invest in Canada",2020,"S","1404095.33","5"
"Invest in Canada",2021,"S","18067322.13","85"
"Invest in Canada",2022,"S","19202157.22","163"
"Invest in Canada",2023,"S","23947236.06","152"
"Invest in Canada",2024,"S","45644613.35","116"
"Invest in Canada",2025,"S","40120160.65","86"
"Invest in Canada",2026,"S","34662553.50","42"
"Law Commission of Canada",2023,"S","31216.25","2"
"Law Commission of Canada",2024,"S","135228.25","8"
"Law Commission of Canada",2025,"S","74643.00","6"
"Law Commission of Canada",2025,"G","12304.01","1"
"Law Commission of Canada",2026,"S","30521.00","3"
"Law Commission of Canada",2026,"G","12304.01","1"
"Library and Archives Canada",2017,"S","3060196.80","86"
"Library and Archives Canada",2017,"G","1419957.04","44"
"Library and Archives Canada",2017,NULL,"304573.34","4"
"Library and Archives Canada",2018,"S","6981130.42","141"
"Library and Archives Canada",2018,"G","3714420.49","82"
"Library and Archives Canada",2019,"S","8940152.87","146"
"Library and Archives Canada",2019,"G","5362781.92","91"
"Library and Archives Canada",2020,"S","8635105.68","123"
"Library and Archives Canada",2020,"G","3423782.62","51"
"Library and Archives Canada",2021,"S","7023000.90","94"
"Library and Archives Canada",2021,"G","3314012.61","58"
"Library and Archives Canada",2022,"S","8369720.08","99"
"Library and Archives Canada",2022,"G","4552199.03","95"
"Library and Archives Canada",2023,"S","11677729.54","135"
"Library and Archives Canada",2023,"G","7767469.56","136"
"Library and Archives Canada",2024,"S","9876427.80","133"
"Library and Archives Canada",2024,"G","8351312.37","130"
"Library and Archives Canada",2025,"S","8360603.27","84"
"Library and Archives Canada",2025,"G","4046726.52","78"
"Library and Archives Canada",2026,"S","4670047.67","37"
"Library and Archives Canada",2026,"G","1936451.59","35"
"Military Grievances External Review Committee",2017,"G","281299.93","4"
"Military Grievances External Review Committee",2017,"S","75983.57","5"
"Military Grievances External Review Committee",2018,"S","250240.95","11"
"Military Grievances External Review Committee",2018,"G","134350.70","12"
"Military Grievances External Review Committee",2019,"S","371947.88","12"
"Military Grievances External Review Committee",2019,"G","171519.78","14"
"Military Grievances External Review Committee",2020,"S","222486.95","8"
"Military Grievances External Review Committee",2020,"G","183227.42","15"
"Military Grievances External Review Committee",2021,"S","223019.47","8"
"Military Grievances External Review Committee",2021,"G","122988.09","14"
"Military Grievances External Review Committee",2022,"S","164249.20","7"
"Military Grievances External Review Committee",2022,"G","136436.91","15"
"Military Grievances External Review Committee",2023,"S","180264.81","9"
"Military Grievances External Review Committee",2023,"G","70681.35","9"
"Military Grievances External Review Committee",2024,"S","327415.77","10"
"Military Grievances External Review Committee",2024,"G","66591.92","6"
"Military Grievances External Review Committee",2025,"S","175124.25","6"
"Military Grievances External Review Committee",2025,"G","139926.91","11"
"Military Grievances External Review Committee",2026,"S","106069.33","1"
"Military Grievances External Review Committee",2026,"G","82777.08","7"
"Military Police Complaints Commission of Canada",2017,"S","401423.07","20"
"Military Police Complaints Commission of Canada",2018,"S","680349.73","38"
"Military Police Complaints Commission of Canada",2019,"S","582636.47","31"
"Military Police Complaints Commission of Canada",2019,"G","30229.72","3"
"Military Police Complaints Commission of Canada",2020,"S","547054.15","39"
"Military Police Complaints Commission of Canada",2020,"G","20501.17","3"
"Military Police Complaints Commission of Canada",2021,"S","507566.00","42"
"Military Police Complaints Commission of Canada",2021,"G","6075.45","1"
"Military Police Complaints Commission of Canada",2022,"S","407221.88","36"
"Military Police Complaints Commission of Canada",2022,"G","20977.67","2"
"Military Police Complaints Commission of Canada",2023,"S","524977.63","34"
"Military Police Complaints Commission of Canada",2023,"G","52006.17","4"
"Military Police Complaints Commission of Canada",2024,"S","485735.36","35"
"Military Police Complaints Commission of Canada",2024,"G","19781.41","3"
"Military Police Complaints Commission of Canada",2025,"S","800033.07","33"
"Military Police Complaints Commission of Canada",2025,"G","25301.10","4"
"Military Police Complaints Commission of Canada",2026,"S","522738.27","14"
"Military Police Complaints Commission of Canada",2026,"G","11607.70","2"
"National Defence",2017,"S","1026586900.01","5774"
"National Defence",2017,"G","606455406.36","6901"
"National Defence",2017,"C","141760917.78","978"
"National Defence",2018,"S","1769735194.57","8755"
"National Defence",2018,"G","1064749182.97","11243"
"National Defence",2018,"C","275341512.01","1996"
"National Defence",2019,"S","2164068928.15","8163"
"National Defence",2019,"G","1357061761.80","11210"
"National Defence",2019,"C","340458616.66","1628"
"National Defence",2020,"S","2244316456.14","6704"
"National Defence",2020,"G","1673839485.19","9433"
"National Defence",2020,"C","471143943.13","2032"
"National Defence",2021,"S","3422028635.12","8301"
"National Defence",2021,"G","1963337814.01","10780"
"National Defence",2021,"C","443329513.88","2420"
"National Defence",2022,"G","6678522856.66","11431"
"National Defence",2022,"S","4917171587.00","8652"
"National Defence",2022,"C","1199684977.52","2448"
"National Defence",2023,"G","8294407242.28","12157"
"National Defence",2023,"S","4199524861.83","9359"
"National Defence",2023,"C","812079990.36","2766"
"National Defence",2024,"S","25912308458.25","9912"
"National Defence",2024,"G","3933154235.29","11229"
"National Defence",2024,"C","738914586.20","2228"
"National Defence",2025,"S","14295690072.88","21378"
"National Defence",2025,"G","3861799694.04","4164"
"National Defence",2025,"C","463201280.42","601"
"National Defence",2026,"S","3652883411.72","7539"
"National Defence",2026,"G","2549910857.16","576"
"National Defence",2026,"C","338336368.60","39"
"National Film Board",2017,"S","4543768.87","129"
"National Film Board",2017,"G","1262122.52","44"
"National Film Board",2018,"S","4828947.00","198"
"National Film Board",2018,"G","2729192.87","58"
"National Film Board",2019,"S","5536153.64","211"
"National Film Board",2019,"G","4468954.17","102"
"National Film Board",2019,"C","104922.74","3"
"National Film Board",2020,"S","5103060.98","225"
"National Film Board",2020,"G","2670079.97","68"
"National Film Board",2021,"S","7148582.35","268"
"National Film Board",2021,"G","4585722.27","92"
"National Film Board",2022,"S","5515306.20","276"
"National Film Board",2022,"G","2269195.23","65"
"National Film Board",2023,"S","5267092.81","257"
"National Film Board",2023,"G","2835628.27","61"
"National Film Board",2024,"S","5896198.98","251"
"National Film Board",2024,"G","3189958.05","75"
"National Film Board",2024,"C","34154.61","1"
"National Film Board",2025,"S","8053425.09","319"
"National Film Board",2025,"G","3074980.77","87"
"National Film Board",2025,"C","82263.60","4"
"National Film Board",2026,"S","2197301.85","105"
"National Film Board",2026,"G","304704.05","11"
"National Film Board",2026,"C","34154.61","0"
"National Gallery of Canada",2022,"S","65809.40","1"
"National Gallery of Canada",2023,"S","65809.40","1"
"National Gallery of Canada",2024,"S","5783174.42","153"
"National Gallery of Canada",2024,"G","978321.76","33"
"National Gallery of Canada",2024,"C","880933.98","19"
"National Gallery of Canada",2025,"S","6730356.95","228"
"National Gallery of Canada",2025,"G","1401659.21","49"
"National Gallery of Canada",2025,"C","1364823.99","36"
"National Gallery of Canada",2026,"S","2976685.56","95"
"National Gallery of Canada",2026,"C","568948.78","10"
"National Gallery of Canada",2026,"G","269981.86","10"
"National Research Council Canada",2017,"S","128217615.47","1269"
"National Research Council Canada",2017,"C","78733106.13","186"
"National Research Council Canada",2017,"G","39976603.78","1195"
"National Research Council Canada",2018,"S","78058541.80","1589"
"National Research Council Canada",2018,"C","44283400.11","184"
"National Research Council Canada",2018,"G","38895728.91","1246"
"National Research Council Canada",2019,"S","80472311.25","1927"
"National Research Council Canada",2019,"G","50790772.13","1396"
"National Research Council Canada",2019,"C","25502151.18","174"
"National Research Council Canada",2020,"S","92156220.64","1965"
"National Research Council Canada",2020,"G","56338829.99","1409"
"National Research Council Canada",2020,"C","22744365.33","168"
"National Research Council Canada",2021,"S","92341255.68","1972"
"National Research Council Canada",2021,"G","71747835.25","1493"
"National Research Council Canada",2021,"C","24093033.79","150"
"National Research Council Canada",2022,"S","112338158.46","2190"
"National Research Council Canada",2022,"G","64352834.73","1539"
"National Research Council Canada",2022,"C","21884696.62","104"
"National Research Council Canada",2023,"S","118536201.50","2262"
"National Research Council Canada",2023,"G","69612379.72","1484"
"National Research Council Canada",2023,"C","22821871.70","100"
"National Research Council Canada",2024,"S","131673753.68","1997"
"National Research Council Canada",2024,"G","105875366.25","1682"
"National Research Council Canada",2024,"C","33221188.45","111"
"National Research Council Canada",2025,"S","158415679.75","1974"
"National Research Council Canada",2025,"G","111777164.67","1515"
"National Research Council Canada",2025,"C","37759256.84","115"
"National Research Council Canada",2026,"S","58401286.96","624"
"National Research Council Canada",2026,"G","29833828.46","264"
"National Research Council Canada",2026,"C","17379786.67","20"
"National Security and Intelligence Review Agency",2019,"S","68207.50","4"
"National Security and Intelligence Review Agency",2019,"G","30961.58","3"
"National Security and Intelligence Review Agency",2020,"S","621806.37","21"
"National Security and Intelligence Review Agency",2020,"G","306348.28","11"
"National Security and Intelligence Review Agency",2020,"C","73556.80","1"
"National Security and Intelligence Review Agency",2021,"S","1204299.07","28"
"National Security and Intelligence Review Agency",2021,"G","847728.30","19"
"National Security and Intelligence Review Agency",2022,"S","1497382.64","28"
"National Security and Intelligence Review Agency",2022,"G","70070.05","7"
"National Security and Intelligence Review Agency",2023,"S","1766911.45","26"
"National Security and Intelligence Review Agency",2023,"G","184984.72","6"
"National Security and Intelligence Review Agency",2024,"S","1082853.85","19"
"National Security and Intelligence Review Agency",2024,"G","229157.99","5"
"National Security and Intelligence Review Agency",2025,"S","991433.94","14"
"National Security and Intelligence Review Agency",2025,"G","63310.34","0"
"National Security and Intelligence Review Agency",2026,"S","265683.54","4"
"Natural Resources Canada",2017,"S","106975045.53","1393"
"Natural Resources Canada",2017,"G","21715024.59","548"
"Natural Resources Canada",2017,"C","1889765.73","38"
"Natural Resources Canada",2017,NULL,"52500.00","1"
"Natural Resources Canada",2018,"S","97626175.38","1906"
"Natural Resources Canada",2018,"G","22842488.70","767"
"Natural Resources Canada",2018,"C","1694351.13","56"
"Natural Resources Canada",2019,"S","95231069.51","2064"
"Natural Resources Canada",2019,"G","22901422.09","738"
"Natural Resources Canada",2019,"C","1156933.25","51"
"Natural Resources Canada",2020,"S","84430128.81","1746"
"Natural Resources Canada",2020,"G","19824349.84","612"
"Natural Resources Canada",2020,"C","999111.65","43"
"Natural Resources Canada",2021,"S","98681582.89","1916"
"Natural Resources Canada",2021,"G","29337367.84","660"
"Natural Resources Canada",2021,"C","1332561.65","49"
"Natural Resources Canada",2022,"S","133751316.98","1976"
"Natural Resources Canada",2022,"G","37595918.33","755"
"Natural Resources Canada",2022,"C","1297922.70","41"
"Natural Resources Canada",2023,"S","181389232.29","2108"
"Natural Resources Canada",2023,"G","49728160.76","856"
"Natural Resources Canada",2023,"C","1718291.04","53"
"Natural Resources Canada",2024,"S","165604139.29","1968"
"Natural Resources Canada",2024,"G","51733196.89","997"
"Natural Resources Canada",2024,"C","2184626.28","70"
"Natural Resources Canada",2025,"S","125680176.77","1835"
"Natural Resources Canada",2025,"G","43853824.37","880"
"Natural Resources Canada",2025,"C","2585384.06","87"
"Natural Resources Canada",2026,"S","56910856.49","798"
"Natural Resources Canada",2026,"G","17008654.69","325"
"Natural Resources Canada",2026,"C","1328515.47","41"
"Natural Sciences and Engineering Research Council of Canada",2017,"S","2518171.04","66"
"Natural Sciences and Engineering Research Council of Canada",2017,"G","765703.32","27"
"Natural Sciences and Engineering Research Council of Canada",2018,"S","5779606.06","101"
"Natural Sciences and Engineering Research Council of Canada",2018,"G","2017686.17","66"
"Natural Sciences and Engineering Research Council of Canada",2019,"S","18860530.17","126"
"Natural Sciences and Engineering Research Council of Canada",2019,"G","3496275.71","93"
"Natural Sciences and Engineering Research Council of Canada",2020,"S","20259608.84","135"
"Natural Sciences and Engineering Research Council of Canada",2020,"G","3667228.30","114"
"Natural Sciences and Engineering Research Council of Canada",2021,"S","23065325.40","120"
"Natural Sciences and Engineering Research Council of Canada",2021,"G","3179148.69","105"
"Natural Sciences and Engineering Research Council of Canada",2022,"S","12706515.25","105"
"Natural Sciences and Engineering Research Council of Canada",2022,"G","4438113.96","123"
"Natural Sciences and Engineering Research Council of Canada",2023,"S","14523480.34","76"
"Natural Sciences and Engineering Research Council of Canada",2023,"G","4255383.01","119"
"Natural Sciences and Engineering Research Council of Canada",2024,"S","12085484.33","63"
"Natural Sciences and Engineering Research Council of Canada",2024,"G","3186653.02","93"
"Natural Sciences and Engineering Research Council of Canada",2025,"S","11322017.13","69"
"Natural Sciences and Engineering Research Council of Canada",2025,"G","3043367.68","83"
"Natural Sciences and Engineering Research Council of Canada",2026,"S","5025873.11","26"
"Natural Sciences and Engineering Research Council of Canada",2026,"G","1787416.56","43"
"Office of the Auditor General of Canada",2017,"S","2527550.45","136"
"Office of the Auditor General of Canada",2017,"G","1676311.60","28"
"Office of the Auditor General of Canada",2018,"S","3994853.00","211"
"Office of the Auditor General of Canada",2018,"G","1949757.62","49"
"Office of the Auditor General of Canada",2019,"S","7215813.28","270"
"Office of the Auditor General of Canada",2019,"G","2163875.54","72"
"Office of the Auditor General of Canada",2019,"C","7404.68","1"
"Office of the Auditor General of Canada",2020,"S","12687247.04","284"
"Office of the Auditor General of Canada",2020,"G","2983745.68","36"
"Office of the Auditor General of Canada",2020,"C","7404.68","1"
"Office of the Auditor General of Canada",2021,"S","14493971.19","293"
"Office of the Auditor General of Canada",2021,"G","2328502.90","37"
"Office of the Auditor General of Canada",2022,"S","11282456.15","256"
"Office of the Auditor General of Canada",2022,"G","1524238.60","22"
"Office of the Auditor General of Canada",2023,"S","12444227.86","255"
"Office of the Auditor General of Canada",2023,"G","2873945.89","53"
"Office of the Auditor General of Canada",2024,"S","9135265.31","200"
"Office of the Auditor General of Canada",2024,"G","2729445.03","56"
"Office of the Auditor General of Canada",2025,"S","9586634.31","187"
"Office of the Auditor General of Canada",2025,"G","2656559.96","55"
"Office of the Auditor General of Canada",2026,"S","5051753.09","76"
"Office of the Auditor General of Canada",2026,"G","1613093.49","23"
"Office of the Commissioner for Federal Judicial Affairs Canada",2017,"S","1970559.87","71"
"Office of the Commissioner for Federal Judicial Affairs Canada",2017,"G","132237.90","7"
"Office of the Commissioner for Federal Judicial Affairs Canada",2018,"S","3271363.16","111"
"Office of the Commissioner for Federal Judicial Affairs Canada",2018,"G","337621.49","9"
"Office of the Commissioner for Federal Judicial Affairs Canada",2019,"S","2600735.25","114"
"Office of the Commissioner for Federal Judicial Affairs Canada",2019,"G","103952.47","8"
"Office of the Commissioner for Federal Judicial Affairs Canada",2020,"S","2802731.15","147"
"Office of the Commissioner for Federal Judicial Affairs Canada",2020,"G","274872.78","15"
"Office of the Commissioner for Federal Judicial Affairs Canada",2021,"S","2967983.00","127"
"Office of the Commissioner for Federal Judicial Affairs Canada",2021,"G","345524.98","16"
"Office of the Commissioner for Federal Judicial Affairs Canada",2022,"S","4148154.41","152"
"Office of the Commissioner for Federal Judicial Affairs Canada",2022,"G","580017.66","17"
"Office of the Commissioner for Federal Judicial Affairs Canada",2023,"S","2513839.74","123"
"Office of the Commissioner for Federal Judicial Affairs Canada",2023,"G","1253770.81","32"
"Office of the Commissioner for Federal Judicial Affairs Canada",2024,"S","2502551.73","98"
"Office of the Commissioner for Federal Judicial Affairs Canada",2024,"G","1058028.73","32"
"Office of the Commissioner for Federal Judicial Affairs Canada",2025,"S","2828738.78","113"
"Office of the Commissioner for Federal Judicial Affairs Canada",2025,"G","510060.62","20"
"Office of the Commissioner for Federal Judicial Affairs Canada",2026,"S","1206658.02","48"
"Office of the Commissioner for Federal Judicial Affairs Canada",2026,"G","47527.41","4"
"Office of the Commissioner of Lobbying of Canada",2017,"S","191773.52","3"
"Office of the Commissioner of Lobbying of Canada",2017,"G","10465.81","1"
"Office of the Commissioner of Lobbying of Canada",2018,"S","792753.08","22"
"Office of the Commissioner of Lobbying of Canada",2018,"G","275284.36","9"
"Office of the Commissioner of Lobbying of Canada",2019,"S","713412.71","22"
"Office of the Commissioner of Lobbying of Canada",2019,"G","311499.30","6"
"Office of the Commissioner of Lobbying of Canada",2020,"S","755340.65","15"
"Office of the Commissioner of Lobbying of Canada",2020,"G","8750.01","1"
"Office of the Commissioner of Lobbying of Canada",2021,"S","923073.99","23"
"Office of the Commissioner of Lobbying of Canada",2021,"G","115798.65","5"
"Office of the Commissioner of Lobbying of Canada",2022,"S","940352.74","25"
"Office of the Commissioner of Lobbying of Canada",2022,"G","120880.68","3"
"Office of the Commissioner of Lobbying of Canada",2023,"S","799774.15","19"
"Office of the Commissioner of Lobbying of Canada",2023,"G","46487.05","5"
"Office of the Commissioner of Lobbying of Canada",2024,"S","702176.55","13"
"Office of the Commissioner of Lobbying of Canada",2024,"G","79945.82","5"
"Office of the Commissioner of Lobbying of Canada",2025,"S","765540.39","16"
"Office of the Commissioner of Lobbying of Canada",2025,"G","155715.00","6"
"Office of the Commissioner of Lobbying of Canada",2026,"S","348319.55","10"
"Office of the Commissioner of Lobbying of Canada",2026,"G","14213.56","2"
"Office of the Commissioner of Official Languages",2017,"S","1486253.48","51"
"Office of the Commissioner of Official Languages",2017,"G","344799.06","16"
"Office of the Commissioner of Official Languages",2018,"S","2890093.67","86"
"Office of the Commissioner of Official Languages",2018,"G","226998.05","15"
"Office of the Commissioner of Official Languages",2019,"S","2148802.89","62"
"Office of the Commissioner of Official Languages",2019,"G","1239347.54","26"
"Office of the Commissioner of Official Languages",2020,"S","2725688.75","60"
"Office of the Commissioner of Official Languages",2020,"G","333016.27","19"
"Office of the Commissioner of Official Languages",2021,"S","3216897.43","69"
"Office of the Commissioner of Official Languages",2021,"G","370447.45","19"
"Office of the Commissioner of Official Languages",2022,"S","3456588.51","64"
"Office of the Commissioner of Official Languages",2022,"G","657557.91","17"
"Office of the Commissioner of Official Languages",2023,"S","2375930.41","57"
"Office of the Commissioner of Official Languages",2023,"G","286684.90","18"
"Office of the Commissioner of Official Languages",2024,"S","1861914.37","56"
"Office of the Commissioner of Official Languages",2024,"G","228491.45","20"
"Office of the Commissioner of Official Languages",2024,"C","33787.20","3"
"Office of the Commissioner of Official Languages",2025,"S","1674475.03","63"
"Office of the Commissioner of Official Languages",2025,"G","191108.37","16"
"Office of the Commissioner of Official Languages",2025,"C","9720.00","1"
"Office of the Commissioner of Official Languages",2026,"S","807053.68","19"
"Office of the Commissioner of Official Languages",2026,"G","38934.82","4"
"Office of the Information Commissioner of Canada",2017,"S","800616.94","10"
"Office of the Information Commissioner of Canada",2018,"S","2784587.45","33"
"Office of the Information Commissioner of Canada",2018,"G","622615.70","21"
"Office of the Information Commissioner of Canada",2019,"S","2721385.51","36"
"Office of the Information Commissioner of Canada",2019,"G","443958.19","22"
"Office of the Information Commissioner of Canada",2020,"S","2168796.20","33"
"Office of the Information Commissioner of Canada",2020,"G","321075.27","19"
"Office of the Information Commissioner of Canada",2021,"S","2163782.18","32"
"Office of the Information Commissioner of Canada",2021,"G","281737.61","15"
"Office of the Information Commissioner of Canada",2022,"S","1795150.42","23"
"Office of the Information Commissioner of Canada",2022,"G","279799.80","17"
"Office of the Information Commissioner of Canada",2023,"S","1732733.91","36"
"Office of the Information Commissioner of Canada",2023,"G","376234.91","22"
"Office of the Information Commissioner of Canada",2024,"S","2465292.40","35"
"Office of the Information Commissioner of Canada",2024,"G","228115.22","13"
"Office of the Information Commissioner of Canada",2025,"S","1297760.37","18"
"Office of the Information Commissioner of Canada",2025,"G","237996.06","12"
"Office of the Information Commissioner of Canada",2026,"S","328139.65","7"
"Office of the Information Commissioner of Canada",2026,"G","84598.03","3"
"Office of the Intelligence Commissioner",2020,"S","117530.30","3"
"Office of the Intelligence Commissioner",2021,"S","178284.75","4"
"Office of the Intelligence Commissioner",2022,"S","155945.65","3"
